"Order ID",Date,Product,"Country Code",UnitCost,UnitPrice,SalesQuantity,TotalCost,TotalPrice,TotalProfit,Year,Month,category
1198,09/04/2016,"Butter Croissant (Vancouver)",CAN,1.08,5.41,309,334.34,1671.69,1337.35,2016,April,pastries
1199,10/04/2016,"Coffee (Brussels)",BEL,1.03,5.16,456,470.59,2352.96,1882.37,2016,April,beverages
1200,11/04/2016,"Chicken Fajita Wrap (Toronto)",CAN,1.05,5.23,128,133.89,669.44,535.55,2016,April,food
1201,12/04/2016,"Almond Croissant (Berlin)",DEU,0.62,3.08,275,169.4,847,677.6,2016,April,pastries
1202,13/04/2016,"Tomato Juice (Potsdam)",DEU,0.78,3.9,121,94.38,471.9,377.52,2016,April,beverages
1203,14/04/2016,"Cheese & Pickle Sandwich (Dresden)",DEU,0.62,3.09,360,222.48,1112.4,889.92,2016,April,food
1204,15/04/2016,"Orange Juice (London)",GBR,0.78,3.89,148,115.14,575.72,460.58,2016,April,beverages
1205,16/04/2016,"Still Water (Birmingham)",GBR,0.75,3.76,450,338.4,1692,1353.6,2016,April,beverages
1206,17/04/2016,"Tomato Juice (Auckland)",NZL,0.35,1.75,158,55.3,276.5,221.2,2016,April,beverages
1207,18/04/2016,"Chicken Fajita Wrap (Melbourne)",AUS,0.32,1.61,498,160.36,801.78,641.42,2016,April,food
1208,19/04/2016,"Almond Croissant (Madison)",USA,0.85,4.23,132,111.67,558.36,446.69,2016,April,pastries
1209,20/04/2016,"Apple Juice (Canberra)",AUS,0.31,1.53,293,89.66,448.29,358.63,2016,April,beverages
1210,21/04/2016,"Orange Juice (Southampton)",GBR,0.96,4.8,206,197.76,988.8,791.04,2016,April,beverages
1211,22/04/2016,"Yoghurt (SÃ¸nderborg)",DNK,0.78,3.9,377,294.06,1470.3,1176.24,2016,April,food
1212,23/04/2016,"BLT Sandwich (Salzburg)",AUT,0.47,2.33,146,68.04,340.18,272.14,2016,April,food
1213,24/04/2016,"Tuna Melt Panini (Melbourne)",AUS,1.07,5.37,149,160.03,800.13,640.1,2016,April,food
1214,25/04/2016,"Sparkling Water (TromsÃ¸)",NOR,1.05,5.24,276,289.25,1446.24,1156.99,2016,April,beverages
1215,26/04/2016,"Butter Croissant (Sydney)",AUS,0.98,4.92,431,424.1,2120.52,1696.42,2016,April,pastries
1216,27/04/2016,"Ham & Cheese Toastie (GdaÅ„sk)",POL,0.54,2.68,481,257.82,1289.08,1031.26,2016,April,food
1217,28/04/2016,"Apple Juice (Lille)",FRA,0.3,1.52,396,120.38,601.92,481.54,2016,April,beverages
1218,29/04/2016,"Green Tea (Berlin)",DEU,0.4,2.02,274,110.7,553.48,442.78,2016,April,beverages
1219,30/04/2016,"Fruit Box (Sydney)",AUS,0.42,2.09,319,133.34,666.71,533.37,2016,April,food
1220,01/05/2016,"Granola Bar (KrakÃ³w)",POL,0.68,3.41,131,89.34,446.71,357.37,2016,May,food
1221,02/05/2016,"Peach Juice (Glasgow)",GBR,0.89,4.45,180,160.2,801,640.8,2016,May,beverages
1222,03/05/2016,"Tea (San Francisco)",USA,0.93,4.65,257,239.01,1195.05,956.04,2016,May,beverages
1223,04/05/2016,"Orange Juice (KrakÃ³w)",POL,0.33,1.64,116,38.05,190.24,152.19,2016,May,beverages
1224,05/05/2016,"Butter Croissant (Galway)",IRL,0.73,3.66,451,330.13,1650.66,1320.53,2016,May,pastries
1225,06/05/2016,"Sparkling Water (Galway)",IRL,0.51,2.55,304,155.04,775.2,620.16,2016,May,beverages
1226,07/05/2016,"Orange Juice (Stuttgart)",DEU,0.4,1.99,351,139.7,698.49,558.79,2016,May,beverages
1227,08/05/2016,"Granola Bar (Austin)",USA,1.08,5.39,166,178.95,894.74,715.79,2016,May,food
1228,09/05/2016,"Peach Juice (Geneva)",CHE,0.63,3.13,180,112.68,563.4,450.72,2016,May,beverages
1229,10/05/2016,"Blueberry Muffin (Cardiff)",GBR,0.55,2.73,394,215.12,1075.62,860.5,2016,May,pastries
1230,11/05/2016,"Chocolate Twist (Glasgow)",GBR,0.85,4.23,100,84.6,423,338.4,2016,May,pastries
1231,12/05/2016,"Peach Juice (Copenhagan)",DNK,0.99,4.93,178,175.51,877.54,702.03,2016,May,beverages
1232,13/05/2016,"Yoghurt (Boston)",USA,0.71,3.55,365,259.15,1295.75,1036.6,2016,May,food
1233,14/05/2016,"Ham & Cheese Toastie (Dublin)",IRL,0.8,3.99,316,252.17,1260.84,1008.67,2016,May,food
1234,15/05/2016,"Orange Juice (Vancouver)",CAN,1.08,5.41,152,164.46,822.32,657.86,2016,May,beverages
1235,16/05/2016,"Sparkling Water (Toulouse)",FRA,0.53,2.66,231,122.89,614.46,491.57,2016,May,beverages
1236,17/05/2016,"Ham & Cheese Toastie (Lausanne)",CHE,1.08,5.42,323,350.13,1750.66,1400.53,2016,May,food
1237,18/05/2016,"Tuna Melt Panini (Seattle)",USA,0.67,3.36,320,215.04,1075.2,860.16,2016,May,food
1238,19/05/2016,"Chicken Salad Sandwich (Hamburg)",DEU,0.66,3.28,403,264.37,1321.84,1057.47,2016,May,food
1239,20/05/2016,"Coffee (SÃ¸nderborg)",DNK,1.01,5.03,393,395.36,1976.79,1581.43,2016,May,beverages
1240,21/05/2016,"Sparkling Water (TromsÃ¸)",NOR,0.73,3.65,185,135.05,675.25,540.2,2016,May,beverages
1241,22/05/2016,"Apple Juice (Seattle)",USA,0.78,3.9,259,202.02,1010.1,808.08,2016,May,beverages
1242,23/05/2016,"Toast (Kirkland)",USA,0.93,4.63,356,329.66,1648.28,1318.62,2016,May,food
1243,24/05/2016,"Chocolate Twist (Canberra)",AUS,0.6,2.98,270,160.92,804.6,643.68,2016,May,pastries
1244,25/05/2016,"Still Water (Toulouse)",FRA,0.73,3.64,163,118.66,593.32,474.66,2016,May,beverages
1245,26/05/2016,"Sparkling Water (Strasbourg)",FRA,1.06,5.31,261,277.18,1385.91,1108.73,2016,May,beverages
1246,27/05/2016,"Butter Croissant (Toronto)",CAN,0.52,2.6,299,155.48,777.4,621.92,2016,May,pastries
1247,28/05/2016,"Green Tea (TromsÃ¸)",NOR,0.62,3.08,314,193.42,967.12,773.7,2016,May,beverages
1248,29/05/2016,"Porridge (London)",GBR,0.71,3.56,417,296.9,1484.52,1187.62,2016,May,food
1249,30/05/2016,"Chicken Salad Sandwich (Madison)",USA,0.67,3.37,246,165.8,829.02,663.22,2016,May,food
1250,31/05/2016,"Porridge (Stockholm)",SWE,0.64,3.18,272,172.99,864.96,691.97,2016,May,food
1251,01/06/2016,"Apple Juice (GdaÅ„sk)",POL,0.78,3.89,115,89.47,447.35,357.88,2016,June,beverages
1252,02/06/2016,"Fruit Box (Hamilton)",NZL,0.86,4.3,469,403.34,2016.7,1613.36,2016,June,food
1253,03/06/2016,"Blueberry Muffin (Hamilton)",NZL,0.52,2.6,332,172.64,863.2,690.56,2016,June,pastries
1254,04/06/2016,"Cheese & Pickle Sandwich (Seattle)",USA,0.65,3.27,324,211.9,1059.48,847.58,2016,June,food
1255,05/06/2016,"Sparkling Water (Odense)",DNK,0.9,4.51,435,392.37,1961.85,1569.48,2016,June,beverages
1256,06/06/2016,"Chicken Fajita Wrap (GdaÅ„sk)",POL,1.03,5.16,194,200.21,1001.04,800.83,2016,June,food
1257,07/06/2016,"Yoghurt (Madison)",USA,0.43,2.15,114,49.02,245.1,196.08,2016,June,food
1258,08/06/2016,"Ham & Cheese Toastie (Paris)",FRA,1.08,5.39,186,200.51,1002.54,802.03,2016,June,food
1259,09/06/2016,"Cheese & Pickle Sandwich (Southampton)",GBR,0.79,3.97,146,115.92,579.62,463.7,2016,June,food
1260,10/06/2016,"Tuna Melt Panini (Paris)",FRA,0.78,3.88,106,82.26,411.28,329.02,2016,June,food
1261,11/06/2016,"Lemon & Ginger Tea (Brussels)",BEL,0.48,2.39,491,234.7,1173.49,938.79,2016,June,beverages
1262,12/06/2016,"Fruit Box (Galway)",IRL,1.05,5.26,125,131.5,657.5,526,2016,June,food
1263,13/06/2016,"Sparkling Water (Seattle)",USA,0.76,3.82,348,265.87,1329.36,1063.49,2016,June,beverages
1264,14/06/2016,"Granola Bar (TromsÃ¸)",NOR,0.84,4.18,195,163.02,815.1,652.08,2016,June,food
1265,15/06/2016,"Granola Bar (Munich)",DEU,0.63,3.17,193,122.36,611.81,489.45,2016,June,food
1266,16/06/2016,"Chicken Fajita Wrap (Stockholm)",SWE,0.9,4.48,333,298.37,1491.84,1193.47,2016,June,food
1267,17/06/2016,"Almond Croissant (Manchester)",GBR,0.53,2.67,349,186.37,931.83,745.46,2016,June,pastries
1268,18/06/2016,"Still Water (Strasbourg)",FRA,0.9,4.51,138,124.48,622.38,497.9,2016,June,beverages
1269,19/06/2016,"Toast (Austin)",USA,0.92,4.62,500,462,2310,1848,2016,June,food
1270,20/06/2016,"Almond Croissant (Toulouse)",FRA,0.66,3.31,447,295.91,1479.57,1183.66,2016,June,pastries
1271,21/06/2016,"Fruit Box (KrakÃ³w)",POL,0.9,4.52,435,393.24,1966.2,1572.96,2016,June,food
1272,22/06/2016,"Lemon & Ginger Tea (San Diego)",USA,0.48,2.41,130,62.66,313.3,250.64,2016,June,beverages
1273,23/06/2016,"Porridge (Edinburgh)",GBR,0.37,1.87,448,167.55,837.76,670.21,2016,June,food
1274,24/06/2016,"Fruit Box (Portland)",USA,0.77,3.87,129,99.85,499.23,399.38,2016,June,food
1275,25/06/2016,"Tomato Juice (Southampton)",GBR,0.87,4.36,274,238.93,1194.64,955.71,2016,June,beverages
1276,26/06/2016,"Butter Croissant (Edinburgh)",GBR,0.93,4.63,429,397.25,1986.27,1589.02,2016,June,pastries
1277,27/06/2016,"Cheese & Pickle Sandwich (Lausanne)",CHE,0.68,3.39,278,188.48,942.42,753.94,2016,June,food
1278,28/06/2016,"Porridge (Melbourne)",AUS,0.97,4.83,314,303.32,1516.62,1213.3,2016,June,food
1279,29/06/2016,"Cheese & Pickle Sandwich (Stockholm)",SWE,0.42,2.1,464,194.88,974.4,779.52,2016,June,food
1280,30/06/2016,"Peach Juice (Stuttgart)",DEU,0.95,4.73,473,447.46,2237.29,1789.83,2016,June,beverages
1281,01/07/2016,"Peach Juice (Lausanne)",CHE,0.45,2.25,211,94.95,474.75,379.8,2016,July,beverages
1282,02/07/2016,"Yoghurt (Southampton)",GBR,0.61,3.06,308,188.5,942.48,753.98,2016,July,food
1283,03/07/2016,"Tomato Juice (Odense)",DNK,0.3,1.51,241,72.78,363.91,291.13,2016,July,beverages
1284,04/07/2016,"Sparkling Water (Toulouse)",FRA,0.8,3.98,135,107.46,537.3,429.84,2016,July,beverages
1285,05/07/2016,"Tea (Geneva)",CHE,0.39,1.97,315,124.11,620.55,496.44,2016,July,beverages
1286,06/07/2016,"Lemon & Ginger Tea (Melbourne)",AUS,0.54,2.7,384,207.36,1036.8,829.44,2016,July,beverages
1287,07/07/2016,"Coffee (Galway)",IRL,0.44,2.18,158,68.89,344.44,275.55,2016,July,beverages
1288,08/07/2016,"Tuna Melt Panini (Sydney)",AUS,0.51,2.56,417,213.5,1067.52,854.02,2016,July,food
1289,09/07/2016,"Chocolate Twist (Potsdam)",DEU,0.6,2.98,224,133.5,667.52,534.02,2016,July,pastries
1290,10/07/2016,"Tomato Juice (Paris)",FRA,0.84,4.18,384,321.02,1605.12,1284.1,2016,July,beverages
1291,11/07/2016,"Ham & Cheese Toastie (Munich)",DEU,0.84,4.2,182,152.88,764.4,611.52,2016,July,food
1292,12/07/2016,"Coffee (Salzburg)",AUT,0.75,3.74,324,242.35,1211.76,969.41,2016,July,beverages
1293,13/07/2016,"Blueberry Muffin (Birmingham)",GBR,0.91,4.56,338,308.26,1541.28,1233.02,2016,July,pastries
1294,14/07/2016,"Lemon & Ginger Tea (Southampton)",GBR,0.67,3.36,230,154.56,772.8,618.24,2016,July,beverages
1295,15/07/2016,"Chicken Fajita Wrap (Hamburg)",DEU,0.63,3.15,149,93.87,469.35,375.48,2016,July,food
1296,16/07/2016,"Tomato Juice (Edinburgh)",GBR,0.45,2.23,481,214.53,1072.63,858.1,2016,July,beverages
1297,17/07/2016,"Tuna Melt Panini (Kirkland)",USA,0.5,2.5,260,130,650,520,2016,July,food
1298,18/07/2016,"Tomato Juice (Paris)",FRA,0.86,4.32,432,373.25,1866.24,1492.99,2016,July,beverages
1299,19/07/2016,"Tomato Juice (Boston)",USA,0.49,2.45,232,113.68,568.4,454.72,2016,July,beverages
1300,20/07/2016,"Lemon & Ginger Tea (Melbourne)",AUS,0.55,2.73,158,86.27,431.34,345.07,2016,July,beverages
1301,21/07/2016,"Apple Juice (Manchester)",GBR,0.51,2.54,159,80.77,403.86,323.09,2016,July,beverages
1302,22/07/2016,"BLT Sandwich (Graz)",AUT,0.73,3.64,269,195.83,979.16,783.33,2016,July,food
1303,23/07/2016,"Coffee (Seattle)",USA,0.37,1.87,102,38.15,190.74,152.59,2016,July,beverages
1304,24/07/2016,"Butter Croissant (GdaÅ„sk)",POL,0.4,1.98,179,70.88,354.42,283.54,2016,July,pastries
1305,25/07/2016,"Porridge (GdaÅ„sk)",POL,1.06,5.32,289,307.5,1537.48,1229.98,2016,July,food
1306,26/07/2016,"Lemon & Ginger Tea (Dresden)",DEU,1.02,5.09,182,185.28,926.38,741.1,2016,July,beverages
1307,27/07/2016,"Granola Bar (Toulouse)",FRA,0.85,4.26,363,309.28,1546.38,1237.1,2016,July,food
1308,28/07/2016,"Chocolate Chip Muffin (Munich)",DEU,0.75,3.75,405,303.75,1518.75,1215,2016,July,pastries
1309,29/07/2016,"Blueberry Muffin (Katowice)",POL,0.88,4.39,292,256.38,1281.88,1025.5,2016,July,pastries
1310,30/07/2016,"Chocolate Chip Muffin (Copenhagan)",DNK,0.42,2.12,141,59.78,298.92,239.14,2016,July,pastries
1311,31/07/2016,"Tomato Juice (Melbourne)",AUS,0.39,1.96,261,102.31,511.56,409.25,2016,July,beverages
1312,01/08/2016,"Butter Croissant (Copenhagan)",DNK,0.47,2.34,304,142.27,711.36,569.09,2016,August,pastries
1313,02/08/2016,"Orange Juice (Strasbourg)",FRA,1.04,5.21,185,192.77,963.85,771.08,2016,August,beverages
1314,03/08/2016,"Chocolate Twist (Galway)",IRL,0.73,3.65,493,359.89,1799.45,1439.56,2016,August,pastries
1315,04/08/2016,"Coffee (Brussels)",BEL,0.7,3.5,489,342.3,1711.5,1369.2,2016,August,beverages
1316,05/08/2016,"Coffee (Stockholm)",SWE,0.62,3.1,223,138.26,691.3,553.04,2016,August,beverages
1317,06/08/2016,"Fruit Box (Copenhagan)",DNK,0.42,2.12,178,75.47,377.36,301.89,2016,August,food
1318,07/08/2016,"Chicken Salad Sandwich (Kirkland)",USA,0.94,4.69,279,261.7,1308.51,1046.81,2016,August,food
1319,08/08/2016,"Tea (TromsÃ¸)",NOR,0.85,4.27,211,180.19,900.97,720.78,2016,August,beverages
1320,09/08/2016,"Green Tea (Sydney)",AUS,0.4,2.02,195,78.78,393.9,315.12,2016,August,beverages
1321,10/08/2016,"Lemon & Ginger Tea (Munich)",DEU,0.98,4.9,382,374.36,1871.8,1497.44,2016,August,beverages
1322,11/08/2016,"BLT Sandwich (Madison)",USA,1.03,5.17,326,337.08,1685.42,1348.34,2016,August,food
1323,12/08/2016,"Yoghurt (Cardiff)",GBR,0.73,3.65,216,157.68,788.4,630.72,2016,August,food
1324,13/08/2016,"Still Water (Toronto)",CAN,0.84,4.2,437,367.08,1835.4,1468.32,2016,August,beverages
1325,14/08/2016,"Chicken Salad Sandwich (San Diego)",USA,1.02,5.09,261,265.7,1328.49,1062.79,2016,August,food
1326,15/08/2016,"Chicken Fajita Wrap (Paris)",FRA,1.08,5.39,179,192.96,964.81,771.85,2016,August,food
1327,16/08/2016,"Chocolate Twist (Berlin)",DEU,1.04,5.2,153,159.12,795.6,636.48,2016,August,pastries
1328,17/08/2016,"Porridge (Munich)",DEU,0.47,2.37,288,136.51,682.56,546.05,2016,August,food
1329,18/08/2016,"Apple Juice (Dresden)",DEU,0.56,2.81,368,206.82,1034.08,827.26,2016,August,beverages
1330,19/08/2016,"Lemon & Ginger Tea (Salzburg)",AUT,1.04,5.21,125,130.25,651.25,521,2016,August,beverages
1331,20/08/2016,"Green Tea (Hamilton)",NZL,0.63,3.14,215,135.02,675.1,540.08,2016,August,beverages
1332,21/08/2016,"BLT Sandwich (Sydney)",AUS,0.3,1.51,184,55.57,277.84,222.27,2016,August,food
1333,22/08/2016,"Butter Croissant (Edinburgh)",GBR,1.03,5.17,486,502.52,2512.62,2010.1,2016,August,pastries
1334,23/08/2016,"Almond Croissant (Hamburg)",DEU,0.84,4.19,469,393.02,1965.11,1572.09,2016,August,pastries
1335,24/08/2016,"Apple Juice (Stockholm)",SWE,0.5,2.48,488,242.05,1210.24,968.19,2016,August,beverages
1336,25/08/2016,"Tuna Melt Panini (TromsÃ¸)",NOR,0.46,2.29,476,218.01,1090.04,872.03,2016,August,food
1337,26/08/2016,"Chicken Fajita Wrap (Lausanne)",CHE,0.83,4.13,433,357.66,1788.29,1430.63,2016,August,food
1338,27/08/2016,"Ham & Cheese Toastie (Potsdam)",DEU,0.42,2.08,325,135.2,676,540.8,2016,August,food
1339,28/08/2016,"Apple Juice (San Francisco)",USA,0.42,2.11,458,193.28,966.38,773.1,2016,August,beverages
1340,29/08/2016,"Yoghurt (Strasbourg)",FRA,0.58,2.9,438,254.04,1270.2,1016.16,2016,August,food
1341,30/08/2016,"Still Water (Geneva)",CHE,0.38,1.9,176,66.88,334.4,267.52,2016,August,beverages
1342,31/08/2016,"Cheese & Pickle Sandwich (Lausanne)",CHE,1.08,5.38,264,284.06,1420.32,1136.26,2016,August,food
1343,01/09/2016,"Almond Croissant (Albuquerque)",USA,1,5.01,430,430.86,2154.3,1723.44,2016,September,pastries
1344,02/09/2016,"Chocolate Twist (Toulouse)",FRA,0.92,4.6,314,288.88,1444.4,1155.52,2016,September,pastries
1345,03/09/2016,"Tea (San Diego)",USA,0.93,4.63,173,160.2,800.99,640.79,2016,September,beverages
1346,04/09/2016,"Green Tea (Odense)",DNK,0.57,2.85,171,97.47,487.35,389.88,2016,September,beverages
1347,05/09/2016,"Fruit Box (Salzburg)",AUT,0.58,2.92,121,70.66,353.32,282.66,2016,September,food
1348,06/09/2016,"Tuna Melt Panini (Birmingham)",GBR,1.02,5.1,253,258.06,1290.3,1032.24,2016,September,food
1349,07/09/2016,"Tuna Melt Panini (Copenhagan)",DNK,1.1,5.48,296,324.42,1622.08,1297.66,2016,September,food
1350,08/09/2016,"Ham & Cheese Toastie (Sydney)",AUS,0.71,3.55,320,227.2,1136,908.8,2016,September,food
1351,09/09/2016,"BLT Sandwich (Galway)",IRL,0.6,3.01,215,129.43,647.15,517.72,2016,September,food
1352,10/09/2016,"Apple Juice (Lausanne)",CHE,0.98,4.88,276,269.38,1346.88,1077.5,2016,September,beverages
1353,11/09/2016,"Sparkling Water (Seattle)",USA,0.55,2.75,178,97.9,489.5,391.6,2016,September,beverages
1354,12/09/2016,"Blueberry Muffin (Sydney)",AUS,0.36,1.78,109,38.8,194.02,155.22,2016,September,pastries
1355,13/09/2016,"Porridge (Dublin)",IRL,0.32,1.59,441,140.24,701.19,560.95,2016,September,food
1356,14/09/2016,"Granola Bar (SÃ¸nderborg)",DNK,0.35,1.77,363,128.5,642.51,514.01,2016,September,food
1357,15/09/2016,"Chocolate Chip Muffin (Glasgow)",GBR,0.99,4.94,291,287.51,1437.54,1150.03,2016,September,pastries
1358,16/09/2016,"Toast (Auckland)",NZL,0.7,3.48,436,303.46,1517.28,1213.82,2016,September,food
1359,17/09/2016,"BLT Sandwich (Munich)",DEU,0.75,3.73,214,159.64,798.22,638.58,2016,September,food
1360,18/09/2016,"Chocolate Twist (Albuquerque)",USA,0.35,1.77,326,115.4,577.02,461.62,2016,September,pastries
1361,19/09/2016,"Granola Bar (Salzburg)",AUT,0.35,1.76,435,153.12,765.6,612.48,2016,September,food
1362,20/09/2016,"Still Water (Graz)",AUT,0.47,2.36,267,126.02,630.12,504.1,2016,September,beverages
1363,21/09/2016,"Cheese & Pickle Sandwich (KrakÃ³w)",POL,0.59,2.96,262,155.1,775.52,620.42,2016,September,food
1364,22/09/2016,"Lemon & Ginger Tea (Cardiff)",GBR,0.97,4.85,268,259.96,1299.8,1039.84,2016,September,beverages
1365,23/09/2016,"Porridge (Galway)",IRL,0.44,2.18,249,108.56,542.82,434.26,2016,September,food
1366,24/09/2016,"Porridge (Portland)",USA,0.41,2.03,126,51.16,255.78,204.62,2016,September,food
1367,25/09/2016,"Toast (Cardiff)",GBR,0.77,3.87,134,103.72,518.58,414.86,2016,September,food
1368,26/09/2016,"Chicken Salad Sandwich (Edinburgh)",GBR,0.34,1.69,442,149.4,746.98,597.58,2016,September,food
1369,27/09/2016,"Still Water (Munich)",DEU,0.98,4.88,184,179.58,897.92,718.34,2016,September,beverages
1370,28/09/2016,"Chocolate Chip Muffin (Auckland)",NZL,0.58,2.91,267,155.39,776.97,621.58,2016,September,pastries
1371,29/09/2016,"Chocolate Twist (Cardiff)",GBR,0.92,4.62,345,318.78,1593.9,1275.12,2016,September,pastries
1372,30/09/2016,"Orange Juice (Lille)",FRA,0.53,2.67,486,259.52,1297.62,1038.1,2016,September,beverages
1373,01/10/2016,"Lemon & Ginger Tea (Salzburg)",AUT,0.82,4.12,130,107.12,535.6,428.48,2016,October,beverages
1374,02/10/2016,"Cheese & Pickle Sandwich (Boston)",USA,0.61,3.04,498,302.78,1513.92,1211.14,2016,October,food
1375,03/10/2016,"Coffee (SÃ¸nderborg)",DNK,1.09,5.43,125,135.75,678.75,543,2016,October,beverages
1376,04/10/2016,"Still Water (Brussels)",BEL,0.44,2.18,231,100.72,503.58,402.86,2016,October,beverages
1377,05/10/2016,"Tuna Melt Panini (Lille)",FRA,1.02,5.08,220,223.52,1117.6,894.08,2016,October,food
1378,06/10/2016,"Orange Juice (TromsÃ¸)",NOR,0.53,2.63,151,79.43,397.13,317.7,2016,October,beverages
1379,07/10/2016,"Tomato Juice (Brussels)",BEL,0.38,1.9,298,113.24,566.2,452.96,2016,October,beverages
1380,08/10/2016,"Almond Croissant (Canberra)",AUS,0.45,2.27,388,176.15,880.76,704.61,2016,October,pastries
1381,09/10/2016,"Butter Croissant (Portland)",USA,1,4.99,440,439.12,2195.6,1756.48,2016,October,pastries
1382,10/10/2016,"Apple Juice (Hamburg)",DEU,0.57,2.85,492,280.44,1402.2,1121.76,2016,October,beverages
1383,11/10/2016,"Apple Juice (Berlin)",DEU,1.01,5.06,202,204.42,1022.12,817.7,2016,October,beverages
1384,12/10/2016,"Ham & Cheese Toastie (Edinburgh)",GBR,0.45,2.27,181,82.17,410.87,328.7,2016,October,food
1385,13/10/2016,"Butter Croissant (Austin)",USA,0.93,4.63,372,344.47,1722.36,1377.89,2016,October,pastries
1386,14/10/2016,"Lemon & Ginger Tea (Dresden)",DEU,1.03,5.16,332,342.62,1713.12,1370.5,2016,October,beverages
1387,15/10/2016,"Tuna Melt Panini (Paris)",FRA,0.83,4.16,182,151.42,757.12,605.7,2016,October,food
1388,16/10/2016,"Chicken Fajita Wrap (San Diego)",USA,0.89,4.43,289,256.05,1280.27,1024.22,2016,October,food
1389,17/10/2016,"Peach Juice (Kirkland)",USA,0.96,4.79,483,462.71,2313.57,1850.86,2016,October,beverages
1390,18/10/2016,"Porridge (Glasgow)",GBR,0.99,4.93,368,362.85,1814.24,1451.39,2016,October,food
1391,19/10/2016,"Ham & Cheese Toastie (Katowice)",POL,0.67,3.37,124,83.58,417.88,334.3,2016,October,food
1392,20/10/2016,"Butter Croissant (Glasgow)",GBR,0.98,4.88,351,342.58,1712.88,1370.3,2016,October,pastries
1393,21/10/2016,"Still Water (Madison)",USA,0.5,2.48,380,188.48,942.4,753.92,2016,October,beverages
1394,22/10/2016,"Toast (London)",GBR,0.65,3.26,304,198.21,991.04,792.83,2016,October,food
1395,23/10/2016,"Fruit Box (Hamburg)",DEU,0.93,4.66,195,181.74,908.7,726.96,2016,October,food
1396,24/10/2016,"Orange Juice (Albuquerque)",USA,0.85,4.23,106,89.68,448.38,358.7,2016,October,beverages
1397,25/10/2016,"Porridge (SÃ¸nderborg)",DNK,0.95,4.73,107,101.22,506.11,404.89,2016,October,food
1398,26/10/2016,"Green Tea (Seattle)",USA,0.48,2.4,255,122.4,612,489.6,2016,October,beverages
1399,27/10/2016,"Orange Juice (Glasgow)",GBR,0.73,3.64,483,351.62,1758.12,1406.5,2016,October,beverages
1400,28/10/2016,"Still Water (SÃ¸nderborg)",DNK,0.59,2.94,104,61.15,305.76,244.61,2016,October,beverages
1401,29/10/2016,"Apple Juice (Strasbourg)",FRA,0.38,1.92,461,177.02,885.12,708.1,2016,October,beverages
1402,30/10/2016,"Peach Juice (Odense)",DNK,0.4,1.98,168,66.53,332.64,266.11,2016,October,beverages
1403,31/10/2016,"Tomato Juice (Berlin)",DEU,0.77,3.87,167,129.26,646.29,517.03,2016,October,beverages
1404,01/11/2016,"Chocolate Twist (TromsÃ¸)",NOR,0.83,4.17,420,350.28,1751.4,1401.12,2016,November,pastries
1405,02/11/2016,"Tuna Melt Panini (Dublin)",IRL,0.37,1.87,231,86.39,431.97,345.58,2016,November,food
1406,03/11/2016,"Sparkling Water (Melbourne)",AUS,0.31,1.56,430,134.16,670.8,536.64,2016,November,beverages
1407,04/11/2016,"Tomato Juice (Albuquerque)",USA,0.47,2.35,285,133.95,669.75,535.8,2016,November,beverages
1408,05/11/2016,"Orange Juice (Hamburg)",DEU,0.8,4.01,239,191.68,958.39,766.71,2016,November,beverages
1409,06/11/2016,"Sparkling Water (Dresden)",DEU,0.84,4.2,281,236.04,1180.2,944.16,2016,November,beverages
1410,07/11/2016,"Butter Croissant (Dublin)",IRL,1.05,5.27,119,125.43,627.13,501.7,2016,November,pastries
1411,08/11/2016,"Chocolate Twist (Katowice)",POL,0.78,3.9,268,209.04,1045.2,836.16,2016,November,pastries
1412,09/11/2016,"Chicken Fajita Wrap (Auckland)",NZL,0.58,2.9,129,74.82,374.1,299.28,2016,November,food
1413,10/11/2016,"Fruit Box (Portland)",USA,0.88,4.42,130,114.92,574.6,459.68,2016,November,food
1414,11/11/2016,"Chicken Fajita Wrap (Hamburg)",DEU,0.64,3.22,144,92.74,463.68,370.94,2016,November,food
1415,12/11/2016,"Still Water (Cardiff)",GBR,0.64,3.21,158,101.44,507.18,405.74,2016,November,beverages
1416,13/11/2016,"Chocolate Chip Muffin (Strasbourg)",FRA,0.43,2.17,365,158.41,792.05,633.64,2016,November,pastries
1417,14/11/2016,"Butter Croissant (Munich)",DEU,1.02,5.12,293,300.03,1500.16,1200.13,2016,November,pastries
1418,15/11/2016,"Lemon & Ginger Tea (Toulouse)",FRA,1.08,5.4,219,236.52,1182.6,946.08,2016,November,beverages
1419,16/11/2016,"Butter Croissant (Manchester)",GBR,0.8,4.02,399,320.8,1603.98,1283.18,2016,November,pastries
1420,17/11/2016,"Tea (GdaÅ„sk)",POL,0.96,4.79,464,444.51,2222.56,1778.05,2016,November,beverages
1421,18/11/2016,"Fruit Box (Vancouver)",CAN,0.3,1.51,489,147.68,738.39,590.71,2016,November,food
1422,19/11/2016,"Yoghurt (Toronto)",CAN,0.63,3.17,444,281.5,1407.48,1125.98,2016,November,food
1423,20/11/2016,"Peach Juice (London)",GBR,0.4,1.98,207,81.97,409.86,327.89,2016,November,beverages
1424,21/11/2016,"Apple Juice (Seattle)",USA,0.6,3.02,447,269.99,1349.94,1079.95,2016,November,beverages
1425,22/11/2016,"Butter Croissant (Stockholm)",SWE,1.06,5.32,423,450.07,2250.36,1800.29,2016,November,pastries
